Unnamed: 0,SuperMarketNew2004,SuperMarketPre1980,QuickServiceRestaurantNew2004,QuickServiceRestaurantPre1980,PrimarySchoolNew2004,PrimarySchoolPre1980,StripMallNew2004,StripMallPre1980,WarehouseNew2004,WarehousePre1980,Stand-aloneRetailNew2004,Stand-aloneRetailPre1980,SecondarySchoolNew2004,SecondarySchoolPre1980,FullServiceRestaurantNew2004,FullServiceRestaurantPre1980,SmallOfficeNew2004,SmallOfficePre1980,MediumOfficeNew2004,MediumOfficePre1980,LargeOfficeNew2004,LargeOfficePre1980,HospitalNew2004,HospitalPre1980,MidriseApartmentNew2004,MidriseApartmentPre1980,SmallHotelNew2004,SmallHotelPre1980,LargeHotelNew2004,LargeHotelPre1980
15,70.9260283584,78.7426230122,12.8918235701,14.5023225868,23.5538435088,27.5163385064,1.5862903758,2.6843607603,3.24641213723,2.10886692168,1.85264634105,2.75143270815,50.0566507838,54.6351868979,20.8042057255,23.615403916,0.962509384202,1.33812005448,9.3856760881,10.1491960766,148.333200344,154.563291174,279.427218307,356.06793671,12.259857052,13.5460607119,35.6441125463,38.0421274797,124.598865618,156.630017597
16,97.2040310283,104.672719073,10.3938853897,12.0041362678,23.5540402134,27.5165809855,6.40836021779,11.3986958808,3.92785036233,3.60505575774,6.86334694081,13.7134292898,50.0578841797,54.6362492854,20.8034411915,23.6379171619,0.962509384202,1.72206084032,9.3856760881,12.1256268055,148.333200175,155.84405411,319.139027903,398.524596514,11.1582157863,12.4170209078,49.5198021428,54.5841906047,142.273971894,173.428618742
17,78.1506085859,85.3680126096,10.3913357881,12.0025235929,23.5595000302,27.5232465855,6.40836021779,11.3986958808,3.24641213723,2.10886692168,6.83095900059,13.6727044637,50.0676540448,54.6482086528,20.8075265829,23.6379339674,0.962509384202,1.0739416974,9.3856760881,10.1491960766,148.333200399,154.563291298,319.004418192,398.331198036,11.1545104281,12.3618322391,49.935148434,55.7484164455,144.129009469,173.073664193
18,78.0115255558,85.1000483836,10.3969288613,12.0077482365,23.5665411226,27.5312958722,6.40836021779,11.3986958808,3.8595981333,3.44112717646,6.78415738605,13.5754651722,50.0814583667,54.6629268578,17.065937382,19.884220767,0.962509384202,1.0739416974,9.3856760881,10.1491960766,129.999903513,137.51009707,315.040442935,394.277290108,9.722187628,10.9421378324,41.0207455946,47.9425705612,116.50700411,142.806303948
19,74.6325528091,81.8128519136,10.3988889448,12.0100315703,23.569684465,27.5351691821,6.40836021779,11.3986958808,3.24641213723,2.10886692168,6.69485431664,13.4439010468,50.0879539436,54.6695301952,17.060269465,19.8805580025,0.962509384202,1.0739416974,9.3856760881,10.1491960766,129.999903727,136.229994601,315.269230961,394.628751926,9.7658120706,10.8492966154,41.4458603549,48.6087790556,117.410645373,144.159979377
20,92.6328100762,106.153999805,12.8970529459,14.5079680155,23.5679949379,27.5345892865,13.2295917366,24.8083497066,3.77031515131,3.20880519783,14.0769297984,26.2159757457,50.083736509,54.6661444961,20.8067879347,23.6473050516,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555507908,111.785598783,319.228682172,398.652491244,8.53409035707,9.25312715583,28.5153544758,34.5382581899,95.6662313454,118.231817887
21,92.8186483683,106.284464757,12.9069745912,14.517541999,23.5729920374,27.5412973518,13.2295917366,24.8083497066,3.24641213723,2.10886692168,14.098680808,26.2159757457,50.0926431489,54.6768180577,20.819835156,23.6539286389,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555508035,111.785598918,319.848481222,399.429556903,8.50125254188,9.2116339287,28.2307302209,34.6330729034,95.4501689722,118.469113968
22,103.051779299,116.321568375,13.6940291612,15.3045312145,23.8932856317,27.8629847094,13.2295917366,24.8083497066,3.65713170413,3.00675395565,14.0685395644,26.2159757457,50.3897354475,54.9751953432,21.2178491437,24.0344862346,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555977441,111.786068313,320.628567045,400.36408901,8.67497253732,9.2254098821,27.1260142301,32.8488349678,93.9035993482,116.035397035
23,110.868092483,124.075202946,13.228267481,14.8389257503,23.9274581817,27.8974919244,13.2295917366,24.8083497066,3.24641213723,2.10886692168,14.0685395644,26.2159757457,50.630324309,55.2140833721,21.1300109658,23.9688172436,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555977369,111.786068241,321.519937923,401.445489348,8.68457682316,9.2078063412,27.0981977088,32.797849391,93.3770079464,115.590090439
24,114.062373616,131.651406472,13.1568967274,14.7670866154,23.5648723674,27.5360137594,17.7770794158,33.7481189238,3.59389811848,2.91119414543,19.0855610152,34.8281426649,50.0744315748,54.6585796775,20.8702620877,23.6892382307,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555977355,111.786068227,320.963133505,400.999393462,8.82014827211,9.10189156932,27.7394801707,33.3132035214,92.9941605757,115.859171752
25,111.661644053,129.282166332,12.9127822193,14.5231103056,23.5665116102,27.5383055076,17.7770794158,33.7481189238,3.24641213723,2.10886692168,19.0855610152,34.8281426649,50.0767519226,54.6606471106,20.8143245727,23.6470447365,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.555977565,111.786068439,321.506733558,401.715479041,8.88923706335,9.07218031481,27.8458245258,33.5134954709,92.8500175469,117.44112403
26,113.22420796,130.881393167,12.929457375,14.53928608,23.5855862779,27.5580443746,17.7770794158,33.7481189238,3.53614345369,2.81458591462,19.0855610152,34.8281426649,50.1138308934,54.6977339192,17.0850321564,19.9048269368,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.556681797,111.786772666,318.08747118,398.381139648,8.71114194952,8.83326498064,27.8538444612,33.8840099296,83.2779100043,105.414958849
27,111.439696224,129.155958124,12.9274001484,14.5377481977,23.5847628857,27.5578509093,17.7770794158,33.7481189238,3.24641213723,2.10886692168,19.0855610152,34.8281426649,50.1109174033,54.6949170342,17.0778816798,19.8990808566,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.556681736,111.786772607,318.086085181,398.389053957,8.67027014576,8.83994211692,27.7517918887,33.7094262116,82.7123066727,104.206092074
28,109.705074191,127.391951488,10.4302283621,12.0414613108,23.5906587838,27.5642130274,17.7770794158,33.7481189238,3.52958792956,2.84303174121,19.0855610152,34.8281426649,50.1210273155,54.7051141878,17.0810550897,19.9027561787,0.962509384202,1.0739416974,9.3856760881,10.1491960766,105.55597748,111.786068355,318.156755511,398.483066795,8.5524423666,8.77487328719,27.628302454,33.4740363198,82.3712564463,103.790967461
